-67, 4777.93
-66, 4714.88
-65, 4770.37
-64, 4773.12
-63, 4790.37
-62, 4696.32
-61, 4742.17
-60, 4721.49
-59, 4795.71
-58, 4756.59
-57, 4757.83
-56, 4701.92
-55, 4679.24
-54, 4691.66
-53, 4640.96
-52, 4658.7
-51, 4607.07
-50, 4657.71
-49, 4696.58
-48, 4687.7
-47, 4745.55
-46, 4642.32
-45, 4676.95
-44, 4683.16
-43, 4602.72
-42, 4545.99
-41, 4561.74
-40, 4635.82
-39, 4848.64
-38, 4516.5
-37, 4508.04
-36, 4523.17
-35, 4511.29
-34, 4560.08
-33, 4601.75
-32, 4533.38
-31, 4533.01
-30, 4594.18
-29, 4555.92
-28, 4558.12
-27, 4501.58
-26, 4526.46
-25, 4472.59
-24, 4564.43
-23, 4548.76
-22, 4512.97
-21, 4502.49
-20, 4424.45
-19, 4474.99
-18, 4521.88
-17, 4577.82
-16, 4491.11
-15, 4525.36
-14, 4509.26
-13, 4536.36
-12, 4585.83
-11, 4604.76
-10, 4576.34
-9, 4577.17
-8, 4633.93
-7, 4567.16
-6, 4547.78
-5, 4557.13
-4, 4529.72
-3, 4681.83
-2, 4558.86
-1, 4648.75
0, 4695.95
1, 4785.55
2, 5069.14
3, 5452.54
4, 6259.43
5, 7439.32
6, 8766.09
7, 9761.7
8, 10231.6
9, 10548.6
10, 10838.6
11, 11154.7
12, 11133.7
13, 11144.1
14, 11231.8
15, 11072
16, 11171.9
17, 11218.3
18, 11270.4
19, 11212.9
20, 11281.2
21, 11248.9
22, 11271.9
23, 11158.7
24, 11242.5
25, 11217.7
26, 11143.8
27, 11105.6
28, 11078.5
29, 11038.7
30, 10957.3
31, 11080.1
32, 11058.3
33, 11048.4
34, 11045.7
35, 11023.8
36, 11167.8
37, 11061.4
38, 10964.4
39, 11074.3
40, 10998.9
41, 11077.7
42, 11088.1
43, 11167.2
44, 10929.2
45, 10884.9
46, 10962
47, 10842.8
48, 10830.3
49, 10791.8
50, 10779.7
51, 10784.1
52, 10775.5
53, 10724.5
54, 10767.1
55, 10726.6
