-71.5, -205.286
-70.5, 84.0356
-69.5, 0.916504
-68.5, 2.84277
-67.5, 31.0996
-66.5, 8.93066
-65.5, 27.4473
-64.5, 8.48096
-63.5, -21.0991
-62.5, 72.3418
-61.5, -158.974
-60.5, 46.5098
-59.5, -13.1021
-58.5, 10.0791
-57.5, 56.3818
-56.5, -15.2632
-55.5, 31.605
-54.5, -33.4927
-53.5, -32.915
-52.5, 34.8027
-51.5, -8.76318
-50.5, -13.9736
-49.5, -9.67041
-48.5, -26.7012
-47.5, -122.971
-46.5, -74.6577
-45.5, -39.25
-44.5, 10.6577
-43.5, 7.93506
-42.5, 246.459
-41.5, -247.895
-40.5, 16.1577
-39.5, -17.9209
-38.5, -25.4473
-37.5, 16.853
-36.5, -42.2612
-35.5, 2.63184
-34.5, -73.5659
-33.5, 113.119
-32.5, -39.7803
-31.5, -52.9043
-30.5, 28.7764
-29.5, -4.23682
-28.5, 8.51318
-27.5, -0.960449
-26.5, 37.7212
-25.5, -22.5371
-24.5, -50.4209
-23.5, 41.1841
-22.5, 68.2412
-21.5, -31.7012
-20.5, -31.7505
-19.5, 65.1973
-18.5, -88.6445
-17.5, 89.1313
-16.5, -24.8818
-15.5, -35.8022
-14.5, -49.6709
-13.5, 42
-12.5, -50.1582
-11.5, -70.4736
-10.5, -3.12891
-9.5, 17.8921
-8.5, 84.1846
-7.5, -23.0791
-6.5, 31.8159
-5.5, 51.5894
-4.5, -73.8394
-3.5, -29.4082
-2.5, 34.9868
-1.5, -27.105
-0.5, 19.0654
0.5, 38.9756
1.5, -28.1465
2.5, 29.4736
3.5, 31.1055
4.5, 44.9438
5.5, -100.378
6.5, 70.417
7.5, -130.352
8.5, 35.9346
9.5, 108.079
10.5, 191.962
11.5, 108.801
12.5, 229.566
13.5, 240.158
14.5, 294.145
15.5, 306.079
16.5, 386.226
17.5, 340.248
18.5, 375.895
19.5, 414.329
20.5, 373.974
21.5, 376.438
22.5, 388.892
23.5, 397.789
24.5, 337.79
25.5, 303.75
26.5, 261.013
27.5, 284.637
28.5, 169.495
29.5, 171.395
30.5, 138
31.5, 42.7236
32.5, 125.763
33.5, -11.3896
34.5, 17.9688
35.5, 202.658
36.5, -148.513
37.5, 0.459961
38.5, 46.2051
39.5, 188.729
40.5, -194.79
41.5, 11.1973
42.5, 5.26367
43.5, -42.7236
44.5, 1.97266
45.5, 12.7637
46.5, -7.18359
47.5, -43.1582
48.5, -41.915
49.5, 61.3428
50.5, -133.147
51.5, 16.4736
52.5, -30.7607
53.5, -5.7168
54.5, 184.917
